Observation,Energy
51414,68.4003601074
51415,79.8075561523
51416,51.7648429871
51417,73.2095336914
51418,37.947845459
51419,44.4374885559
51420,37.0025367737
51421,64.9160690308
51422,52.8150482178
51423,25.0853672028
51424,47.6545295715
51425,37.617275238
51426,32.5949554443
51427,46.583278656
51428,39.7597579956
51429,55.8448677063
51430,43.3790855408
51431,52.3346214294
51432,61.3197402954
51433,63.2846946716
51434,55.0422782898
51435,57.8713607788
51436,48.3570404053
51437,53.2996711731
51438,37.0255432129
51439,62.6379432678
51440,63.1497459412
51441,62.9181289673
51442,69.0598754883
51443,36.498210907
51444,48.1963920593
51445,74.0634307861
51446,60.2444801331
51447,66.5249633789
51448,64.887512207
51449,61.9630088806
51450,78.0499267578
51451,35.6685142517
51452,67.7821350098
51453,40.5039672852
51454,64.9365310669
51455,54.4694633484
51456,48.0427970886
51457,62.9236717224
51458,53.0957756042
51459,38.1263084412
51460,45.6951026917
51461,51.3538169861
51462,54.5122299194
51463,57.0652046204
51464,36.0329475403
51465,69.2857513428
51466,45.4315910339
51467,53.3966178894
51468,44.4189376831
51469,51.346157074
51470,70.2467346191
51471,49.4067878723
51472,40.2460670471
51473,43.0953826904
51474,55.3382644653
51475,60.2685279846
51476,69.4815826416
51477,74.0212402344
51478,47.2425270081
51479,53.5290641785
51480,59.5845222473
51481,62.5767555237
51482,56.094417572
51483,62.8144721985
51484,44.8539085388
51485,51.3435058594
51486,47.5857887268
51487,34.3566322327
51488,51.2437362671
51489,57.4725151062
51490,44.6882286072
51491,44.8516349792
51492,68.385017395
51493,49.7639541626
51494,63.6886863708
51495,45.2949409485
51496,67.2897415161
51497,59.7490196228
51498,72.4932250977
51499,43.2086143494
51500,45.6950912476
51501,35.39270401
51502,65.4705810547
51503,58.555480957
51504,42.2844734192
51505,61.3512229919
51506,37.5131645203
51507,67.0952224731
51508,65.5415115356
51509,64.3526763916
51510,57.1006584167
51511,40.3359870911
51512,55.6827278137
51513,51.6946601868
51514,38.0273933411
51515,60.4332885742
51516,73.7244415283
51517,50.50522995
51518,38.9070091248
51519,43.9613647461
51520,49.8104972839
51521,54.5716972351
51522,70.4176712036
51523,37.3641853333
51524,44.4215888977
51525,49.4245414734
51526,46.4434394836
51527,62.0546875
51528,45.8236198425
51529,66.2397994995
51530,60.0696754456
51531,65.7716445923
51532,53.6171569824
51533,70.1240234375
51534,59.3644828796
51535,50.6198730469
51536,42.9680519104
51537,43.0348243713
51538,44.6884269714
51539,55.7435913086
51540,62.3211975098
51541,47.2998008728
51542,66.0814361572
51543,57.4113082886
51544,53.3776664734
51545,44.2159614563
51546,66.3086776733
51547,66.2531585693
51548,63.8806838989
51549,40.3275222778
51550,57.9655723572
51551,54.5740394592
51552,59.870136261
51553,60.2746925354
51554,71.9165115356
51555,38.2927818298
51556,69.449508667
51557,60.7346611023
51558,45.2741966248
51559,46.0745544434
51560,49.8114814758
51561,40.6333503723
51562,51.5741882324
51563,60.9331359863
51564,41.5585365295
51565,61.4730758667
51566,62.0316200256
51567,57.5776863098
51568,50.4288749695
51569,38.5222892761
51570,71.5588531494
51571,38.2475318909
51572,35.9802436829
51573,54.7425003052
51574,51.2529220581
51575,60.1082115173
51576,46.4329109192
51577,58.7730560303
51578,81.087020874
51579,65.1158752441
51580,62.628993988
51581,33.7719116211
51582,41.9550590515
51583,66.6665039062
51584,64.1745681763
51585,54.8934020996
51586,41.3203010559
51587,49.8198890686
51588,43.1032829285
51589,61.6322975159
51590,36.0189819336
51591,49.2507743835
51592,44.5011177063
51593,53.2855224609
51594,35.0792770386
51595,46.3021125793
51596,37.2738075256
51597,44.0281791687
51598,53.3846473694
51599,66.0530319214
51600,43.1335411072
51601,39.400478363
51602,52.3977851868
51603,49.0530281067
51604,49.7329216003
51605,66.4730758667
51606,58.34923172
51607,71.6935501099
51608,43.4290657043
51609,40.9928627014
51610,60.555683136
51611,53.3710517883
51612,53.1170959473
51613,59.4282722473
51614,67.831817627
51615,52.3728141785
51616,46.3625984192
51617,65.9643783569
51618,64.8595352173
51619,40.243888855
51620,67.5712280273
51621,36.7370109558
51622,58.724281311
51623,43.0465583801
51624,51.0415458679
51625,75.6526489258
51626,48.9841156006
51627,70.0148620605
51628,47.2404708862
51629,43.6246147156
51630,47.3654441833
51631,40.4564323425
51632,47.8417472839
51633,40.6624412537
51634,69.4583587646
51635,56.7417106628
51636,60.7774467468
51637,42.256061554
51638,55.1535987854
51639,43.8911476135
51640,63.1574516296
51641,46.5686988831
51642,30.8108196259
51643,68.7682952881
51644,40.0609397888
51645,47.4701309204
51646,39.1113433838
51647,41.1831626892
51648,37.7573127747
51649,49.7127037048
51650,47.2755889893
51651,52.1654167175
51652,40.2982215881
51653,49.8888778687
51654,55.9313049316
51655,58.3675422668
51656,62.3691749573
51657,42.005443573
51658,64.9903488159
51659,54.0823631287
51660,71.3696594238
51661,47.9612083435
51662,54.5528907776
51663,56.0611724854
51664,52.0864105225
51665,64.9678421021
51666,32.8580703735
51667,56.97914505
51668,49.5975990295
51669,39.5046958923
51670,38.0345039368
51671,58.0757026672
51672,43.0120124817
51673,78.0531158447
51674,48.2159080505
51675,51.6589393616
51676,53.1838111877
51677,59.5629882812
51678,47.8495826721
51679,59.8693656921
51680,46.0336875916
51681,33.4899635315
51682,64.8499221802
51683,70.865776062
51684,57.5885429382
51685,42.6330833435
51686,52.9700431824
51687,45.9322853088
51688,62.9073524475
51689,65.5090942383
51690,65.4166564941
51691,77.7361755371
51692,43.7566642761
51693,39.5080604553
51694,51.0529594421
51695,74.9310455322
51696,30.5430355072
51697,41.181640625
51698,32.7877159119
51699,37.9645195007
51700,74.3217926025
51701,69.8604507446
51702,59.3157196045
51703,37.0958442688
51704,38.1271324158
51705,54.6092414856
51706,76.3047866821
51707,52.8897171021
51708,47.3689041138
51709,42.7864265442
51710,58.5802993774
51711,61.2167129517
51712,49.3722496033
51713,51.9970741272
51714,34.9689712524
51715,77.8363113403
51716,43.542224884
51717,68.2119064331
51718,43.4427528381
51719,53.413646698
51720,46.5217933655
51721,72.6558227539
51722,66.0690841675
51723,61.7165756226
51724,53.8557090759
51725,53.340423584
51726,48.8632926941
51727,41.0175285339
51728,53.8565406799
51729,39.8364830017
51730,55.8228034973
51731,57.8128852844
51732,55.4122695923
51733,48.0687065125
51734,68.2774658203
51735,42.1722373962
51736,46.8178596497
51737,61.1711006165
51738,71.73853302
51739,86.8900680542
51740,42.3744087219
51741,29.6231555939
51742,76.8022994995
51743,69.873916626
51744,46.4124717712
51745,44.5446281433
51746,62.3531990051
51747,43.5279045105
51748,39.2016639709
51749,48.1455116272
51750,33.7255020142
51751,53.6413536072
51752,61.7086486816
51753,61.3866882324
51754,68.7287216187
51755,93.2028808594
51756,54.1239700317
51757,74.7150115967
51758,48.5664863586
51759,86.0164794922
51760,55.9153289795
51761,75.5080871582
51762,62.1057624817
51763,80.1754302979
51764,63.6252746582
51765,36.2589149475
51766,43.9134712219
51767,44.5324363708
51768,45.6807479858
51769,55.2814903259
51770,56.84633255
51771,53.1002616882
51772,67.4972229004
51773,73.8948822021
51774,50.7308616638
51775,45.0509262085
51776,37.2253379822
51777,45.6921005249
51778,63.3397407532
51779,60.2705383301
51780,49.013835907
51781,43.1472969055
51782,56.9403190613
51783,58.4745521545
51784,50.5785560608
51785,62.406829834
51786,58.416973114
51787,44.3202400208
51788,42.2731895447
51789,57.7073822021
51790,39.6248054504
51791,40.2940330505
51792,44.5271568298
51793,62.0421218872
51794,40.1596336365
51795,48.7011871338
51796,51.9166069031
51797,62.3526077271
51798,38.0676231384
51799,59.7408943176
51800,56.7213134766
51801,51.320640564
51802,54.0661811829
51803,47.3413734436
51804,51.9226493835
51805,49.4610023499
51806,66.6986312866
51807,34.7106666565
51808,67.2178878784
51809,55.1099891663
51810,44.6489295959
51811,69.6112213135
51812,62.1769218445
51813,75.2124328613
51814,66.4841766357
51815,53.4939804077
51816,37.0820579529
51817,56.7334594727
51818,46.7287788391
51819,67.0025634766
51820,56.6846504211
51821,40.5554466248
51822,46.007434845
51823,41.4280128479
51824,42.9768486023
51825,63.8500213623
51826,71.0227966309
51827,49.6236228943
51828,36.461139679
51829,43.1532249451
51830,50.5868301392
51831,41.0792808533
51832,62.307144165
51833,48.3490943909
51834,63.6216697693
51835,61.7812957764
51836,35.3793945312
51837,44.6601066589
51838,62.5140724182
51839,45.4998626709
51840,57.397895813
51841,56.3367424011
51842,80.1669616699
51843,46.9351158142
51844,63.0243453979
51845,63.8561820984
51846,45.4777183533
51847,51.7073554993
51848,39.5265235901
51849,59.5528144836
51850,66.606803894
51851,53.6148414612
51852,52.6461296082
51853,58.8380775452
51854,51.6261482239
51855,43.5301017761
51856,57.6226539612
51857,77.2736434937
51858,68.36302948
51859,64.7943725586
51860,37.9903259277
51861,64.6024093628
51862,82.290222168
51863,64.2748794556
51864,52.0055274963
51865,63.7843704224
51866,44.682346344
51867,49.8567810059
51868,55.1999969482
51869,48.397518158
51870,45.0514717102
51871,50.5551261902
51872,54.8338546753
51873,56.3773880005
51874,63.9722061157
51875,45.9036865234
51876,62.0200424194
51877,33.003868103
51878,39.4814758301
51879,61.213596344
51880,77.6848068237
51881,40.5624656677
51882,53.858757019
51883,46.3814430237
51884,64.515586853
51885,54.6582603455
51886,38.6757621765
51887,61.983505249
51888,50.5032730103
51889,47.0762901306
51890,48.7307281494
51891,48.1633262634
51892,40.0229072571
51893,53.6581192017
51894,63.6153526306
51895,41.6807746887
51896,64.6638641357
51897,75.7085494995
51898,55.5213813782
51899,60.6216468811
51900,39.7968177795
51901,49.6585502625
51902,39.4479942322
51903,47.6732292175
51904,43.1066703796
51905,38.3818244934
51906,45.3301963806
51907,64.9172210693
51908,62.5261917114
51909,64.5928497314
51910,40.0818519592
51911,63.6801872253
51912,43.8734474182
51913,73.1797332764
51914,42.4859886169
51915,43.5804405212
51916,62.4173202515
51917,62.1709861755
51918,45.7525062561
51919,49.7039604187
51920,34.3980636597
51921,60.9931755066
51922,59.1043014526
51923,43.1302070618
51924,42.9829711914
51925,72.3578033447
51926,77.5339355469
51927,66.1849899292
51928,66.5494613647
51929,63.7187271118
51930,54.3765678406
51931,70.3820800781
51932,79.6103820801
51933,30.50025177
51934,69.7817459106
51935,50.0949745178
51936,53.867389679
51937,55.8996620178
51938,96.5031280518
51939,48.3573875427
51940,67.5796203613
51941,63.923915863
51942,57.3848419189
51943,42.0152397156
51944,47.4097938538
51945,76.1497116089
51946,61.8161582947
51947,68.0612792969
51948,62.4249916077
51949,43.652973175
51950,67.7865219116
51951,47.2833442688
51952,43.6097755432
51953,50.1392211914
51954,41.8031959534
51955,44.1617546082
51956,56.6976051331
51957,56.1552009583
51958,53.9380912781
51959,55.4435958862
51960,54.7984542847
51961,38.558429718
51962,44.5796852112
51963,56.5336494446
51964,42.160823822
51965,25.1492862701
51966,77.6073226929
51967,48.5472373962
51968,48.0462989807
51969,42.1188316345
51970,44.9074668884
51971,44.1116485596
51972,45.3022575378
51973,84.7306365967
51974,51.3726425171
51975,35.3760223389
51976,73.6768188477
51977,62.0924186707
51978,61.3954277039
51979,35.2092323303
51980,59.7530174255
51981,35.9848747253
51982,46.2151069641
51983,51.8762168884
51984,80.2943267822
51985,46.6124229431
51986,80.9612960815
51987,60.9074134827
51988,67.9510116577
51989,68.0704040527
51990,51.5262489319
51991,40.3779411316
51992,41.539188385
51993,40.1816902161
51994,48.1911125183
51995,47.6397209167
51996,38.2209281921
51997,37.4228935242
51998,45.4434013367
51999,42.845249176
52000,49.1249771118
52001,34.5444107056
52002,60.0369911194
52003,44.5158805847
52004,51.2683486938
52005,53.6529083252
52006,60.2153816223
52007,52.0613365173
52008,54.4746742249
52009,71.3645935059
52010,62.6875572205
52011,39.7744102478
52012,47.1928825378
52013,35.4331855774
52014,35.8676795959
52015,39.3203163147
52016,63.5063896179
52017,63.2223930359
52018,37.6481437683
52019,63.6155357361
52020,57.0653266907
52021,41.6894569397
52022,68.2108001709
52023,61.2770271301
52024,63.8961677551
52025,58.8791542053
52026,55.3381309509
52027,54.5598983765
52028,70.1411361694
52029,70.6144638062
52030,56.0527877808
52031,42.8595542908
52032,56.6635017395
52033,47.677947998
52034,41.0682563782
52035,53.522102356
52036,47.100025177
52037,55.7203788757
52038,60.1226081848
52039,39.6108589172
52040,75.2797775269
52041,56.2255897522
52042,49.6146430969
52043,81.6965866089
52044,54.2897949219
52045,67.6276016235
52046,51.5810203552
52047,62.9514350891
52048,71.9495544434
52049,39.4550361633
52050,42.2522468567
52051,60.7181625366
52052,59.3916053772
52053,49.9377784729
52054,59.5739326477
52055,55.2748184204
52056,44.3596382141
52057,40.8567276001
52058,70.529548645
52059,66.9260482788
52060,46.1061973572
52061,50.3718414307
52062,41.9738578796
52063,63.7638130188
52064,74.9111862183
52065,47.5651321411
52066,57.597202301
52067,51.0910987854
52068,37.3226737976
52069,36.0433082581
52070,42.3051490784
52071,62.7545471191
52072,82.9500350952
52073,40.8135108948
52074,46.0244255066
52075,54.5036201477
52076,42.0079307556
52077,37.2061843872
52078,39.6344718933
52079,48.8425216675
52080,49.6354255676
52081,38.4056358337
52082,45.1936073303
52083,60.6987266541
52084,55.658454895
52085,46.2183418274
52086,68.229095459
52087,61.9976387024
52088,69.4965667725
52089,53.0342903137
52090,42.359752655
52091,62.8830757141
52092,60.4127502441
52093,41.5723991394
52094,51.5598602295
52095,46.5784339905
52096,46.2179679871
52097,44.1261978149
52098,51.6336898804
52099,42.8165397644
52100,38.1546974182
52101,32.2823295593
52102,62.5964050293
52103,53.8347320557
52104,50.535533905
52105,51.4997024536
52106,48.0541000366
52107,57.6357727051
52108,49.8674812317
52109,72.1226196289
52110,34.7542991638
52111,63.4320678711
52112,32.3206977844
52113,36.3899879456
52114,65.2995681763
52115,45.351650238
52116,49.627986908
52117,37.6359291077
52118,36.6416320801
52119,43.6554946899
52120,72.9245758057
52121,57.8933258057
52122,66.3445663452
52123,41.3013420105
52124,34.7479133606
52125,60.3130874634
52126,47.3778076172
52127,65.0107803345
52128,33.0510635376
52129,56.8376808167
52130,63.5556526184
52131,82.7965240479
52132,60.6503562927
52133,55.7930793762
52134,74.028137207
52135,44.3602333069
52136,41.7384338379
52137,42.4297523499
52138,62.7737007141
52139,65.0941390991
52140,58.7077064514
52141,60.5218086243
52142,36.7850341797
52143,63.2082557678
52144,56.6643104553
52145,60.6769599915
52146,40.8908424377
52147,57.2937583923
52148,52.7366294861
52149,52.1409339905
52150,83.7053222656
52151,48.1431770325
52152,61.0022392273
52153,53.9316215515
52154,55.429233551
52155,62.1061515808
52156,36.1631736755
52157,72.7420654297
52158,45.9540481567
52159,46.3671264648
52160,26.3628673553
52161,72.8913803101
52162,50.0532951355
52163,39.17029953
52164,40.7721595764
52165,40.9365272522
52166,54.5645027161
52167,46.7659645081
52168,46.4255943298
52169,37.3540458679
52170,36.6084251404
52171,68.301361084
52172,44.4380836487
52173,78.7317428589
52174,49.7615013123
52175,26.365190506
52176,42.8650779724
52177,49.7528266907
52178,29.233423233
52179,66.9072265625
52180,46.8779220581
52181,43.5944061279
52182,52.9192581177
52183,40.0680656433
52184,39.9076881409
52185,40.2463645935
52186,40.7396736145
52187,45.1735267639
52188,39.2760734558
52189,45.5495643616
52190,57.3144798279
52191,47.6933097839
52192,65.7222518921
52193,40.6830101013
52194,49.4059410095
52195,42.0499229431
52196,55.0013389587
52197,51.4018440247
52198,68.8586120605
52199,34.1945152283
52200,39.2729606628
52201,38.0353546143
52202,65.6336898804
52203,44.9277915955
52204,37.9114341736
52205,77.6735916138
52206,53.7027053833
52207,63.1645927429
52208,48.6157722473
52209,53.9621391296
52210,46.1289558411
52211,37.1942176819
52212,60.999420166
52213,60.6680641174
52214,52.5602989197
52215,61.3609886169
52216,37.1434593201
52217,79.5398635864
52218,49.379108429
52219,40.7131996155
52220,40.845916748
52221,42.9681510925
52222,52.0686912537
52223,58.0582389832
52224,50.2304649353
52225,43.2156791687
52226,60.3712387085
52227,51.7494735718
52228,41.2204780579
52229,51.5677452087
52230,41.1703681946
52231,43.4348716736
52232,39.5389442444
52233,49.0178489685
52234,41.1333503723
52235,51.9525260925
52236,72.3961486816
52237,58.4374084473
52238,45.8734855652
52239,50.0479621887
52240,35.0822715759
52241,49.8881263733
52242,35.6003456116
52243,27.8561687469
52244,53.8001976013
52245,57.6372261047
52246,48.6428794861
52247,57.4600105286
52248,41.0116920471
52249,34.0820503235
52250,70.2940750122
52251,48.2552223206
52252,34.5175018311
52253,51.9545326233
52254,36.9101219177
52255,46.0998573303
52256,64.1222305298
52257,55.0723838806
52258,45.1060791016
52259,48.7153739929
52260,65.1001586914
52261,30.0329227448
52262,33.6498146057
52263,51.2202415466
52264,67.9615936279
52265,50.527721405
52266,40.3970298767
52267,36.6536979675
52268,57.6714363098
52269,62.3549499512
52270,46.6976737976
52271,40.8586616516
52272,63.376247406
52273,97.4550552368
52274,42.9677848816
52275,63.3766822815
52276,60.9833259583
52277,50.8672943115
52278,44.3469429016
52279,55.4888839722
52280,38.6180686951
52281,39.3685798645
52282,49.4829978943
52283,65.0015563965
52284,38.0849266052
52285,64.3263702393
52286,59.4452095032
52287,33.5722045898
52288,67.7544174194
52289,53.6902351379
52290,43.7822685242
52291,52.2370262146
52292,68.8689346313
52293,74.4635772705
52294,52.9348106384
52295,47.3770027161
52296,48.015007019
52297,34.064617157
52298,46.2699432373
52299,45.2399864197
52300,92.4601669312
52301,77.2105102539
52302,58.6236000061
52303,55.2836799622
52304,56.370300293
52305,73.2295379639
52306,38.1770210266
52307,76.7247085571
52308,50.4679832458
52309,44.1070289612
52310,57.0746078491
52311,56.3456077576
52312,40.9858627319
52313,55.009563446
52314,38.0269126892
52315,35.8161888123
52316,45.0688667297
52317,48.2320747375
52318,57.0843048096
52319,50.7820892334
52320,52.3668060303
52321,50.4742431641
52322,110.227363586
52323,56.6202812195
52324,35.9961662292
52325,60.0723190308
52326,37.6250724792
52327,38.6930656433
52328,49.2291107178
52329,56.9959259033
52330,57.6234016418
52331,63.8934898376
52332,47.0847587585
52333,47.4211463928
52334,68.3916244507
52335,60.8278121948
52336,43.1988563538
52337,40.2573547363
52338,61.9646072388
52339,39.6146965027
52340,54.9866142273
52341,62.3913078308
52342,63.8796463013
52343,53.2067718506
52344,64.1848297119
52345,44.5845375061
52346,53.8262748718
52347,44.5234222412
52348,67.9564971924
52349,51.607673645
52350,61.8521614075
52351,48.6811790466
52352,55.8097267151
52353,28.1202068329
52354,43.4576301575
52355,50.5482292175
52356,38.5910568237
52357,57.4148445129
52358,66.9144821167
52359,36.1565055847
52360,54.4266853333
52361,45.5705833435
52362,61.2796287537
52363,48.7336044312
52364,56.7661781311
52365,53.4725952148
52366,52.9260368347
52367,52.9524345398
52368,55.4620094299
52369,65.1036987305
52370,61.1493492126
52371,44.3139839172
52372,45.0103111267
52373,47.7580680847
52374,49.2645149231
52375,50.371006012
52376,34.4449996948
52377,48.3423194885
52378,42.6622505188
52379,42.2822303772
52380,43.5748100281
52381,44.3637504578
52382,58.938167572
52383,53.9790649414
52384,44.2828712463
52385,37.1980400085
52386,64.2090454102
52387,44.7071113586
52388,61.0895042419
52389,47.1453971863
52390,71.9561157227
52391,67.2232131958
52392,90.5544586182
52393,84.6210174561
52394,59.8409156799
52395,47.9444847107
52396,60.5345306396
52397,33.9502449036
52398,47.4494590759
52399,36.8844108582
52400,34.8037185669
52401,60.2940864563
52402,51.8752403259
52403,35.920124054
52404,48.8634910583
52405,69.7037200928
52406,74.878578186
52407,36.5150108337
52408,39.5507087708
52409,62.0698204041
52410,40.2287559509
52411,45.3270454407
52412,59.3132896423
52413,64.0040054321
52414,38.3882484436
52415,67.0984115601
52416,67.568901062
52417,54.0937538147
52418,65.6410140991
52419,56.920501709
52420,43.4249916077
52421,48.3646430969
52422,57.4992256165
52423,40.8933830261
52424,53.9245033264
52425,54.3721008301
52426,52.1771507263
52427,56.4777336121
52428,39.4936714172
52429,39.2299842834
52430,29.3946590424
52431,69.2078552246
52432,44.7214813232
52433,34.0152359009
52434,47.4392204285
52435,73.2026062012
52436,62.2780456543
52437,41.4903526306
52438,34.8111457825
52439,41.9340705872
52440,70.4713592529
52441,47.1737937927
52442,50.2731208801
52443,54.0643882751
52444,46.0514297485
52445,49.2091712952
52446,42.8265190125
52447,35.5195388794
52448,58.3376350403
52449,53.7521095276
52450,33.1411628723
52451,45.2679481506
52452,68.5824203491
52453,43.3628082275
52454,56.0995178223
52455,51.1246376038
52456,50.9254341125
52457,40.0952110291
52458,34.0667877197
52459,41.4787559509
52460,41.2326774597
52461,59.5585632324
52462,54.661403656
52463,34.2640609741
52464,34.3872299194
52465,53.8782806396
52466,55.0546112061
52467,40.0209999084
52468,37.2866859436
52469,53.9464836121
52470,35.8953285217
52471,39.6674461365
52472,33.3553085327
52473,55.1393013
52474,50.3657341003
52475,54.9717979431
52476,36.0062599182
52477,44.7636528015
52478,41.1284599304
52479,43.4872093201
52480,79.4659118652
52481,47.955783844
52482,49.7374420166
52483,48.0841178894
52484,30.9826564789
52485,47.4723396301
52486,44.7857475281
52487,56.3702163696
52488,33.9164123535
52489,40.149433136
52490,48.3126831055
52491,35.4279937744
52492,60.9430503845
52493,61.1338920593
52494,44.432723999
52495,31.3244609833
52496,37.385761261
52497,59.68201828
52498,40.5606803894
52499,41.3201179504
52500,64.0322418213
52501,38.7045783997
52502,37.3912086487
52503,52.9450340271
52504,41.0540428162
52505,47.5387611389
52506,29.3535022736
52507,53.2328491211
52508,80.9578933716
52509,34.8931083679
52510,37.7927360535
52511,48.1590843201
52512,56.7236404419
52513,31.3644790649
52514,35.9084663391
52515,62.3701896667
52516,67.8723831177
52517,60.3327522278
52518,30.3530578613
52519,33.9192466736
52520,49.7452049255
52521,60.1364097595
52522,34.9367980957
52523,43.4971427917
52524,43.1628761292
52525,64.3217315674
52526,52.9927520752
52527,58.7709007263
52528,72.1986236572
52529,69.7172012329
52530,68.2740478516
52531,36.7423591614
52532,31.3394508362
52533,53.1683807373
52534,48.6384773254
52535,46.0201530457
52536,42.7523384094
52537,58.4796333313
52538,63.5173301697
52539,36.6882896423
52540,71.5781707764
52541,39.7613487244
52542,45.1549491882
52543,37.1285972595
52544,50.4412574768
52545,49.7452812195
52546,39.7061500549
52547,35.0341911316
52548,42.9283409119
52549,60.722743988
52550,43.692691803
52551,54.9188423157
52552,52.2068405151
52553,78.0066604614
52554,38.9396324158
52555,38.8669471741
52556,51.7389945984
52557,61.8305625916
52558,66.9188537598
52559,62.019153595
52560,51.3707962036
52561,43.0111732483
52562,30.8695869446
52563,58.2535095215
52564,46.7408180237
52565,62.545841217
52566,64.0972137451
52567,36.9392814636
52568,65.0279693604
52569,47.9120101929
52570,43.4893836975
52571,37.1339607239
52572,59.5650215149
52573,70.2316894531
52574,72.1376571655
52575,38.4916954041
52576,46.1237602234
52577,55.7290458679
52578,41.216545105
52579,49.0215530396
52580,67.2657012939
52581,50.9925804138
52582,42.9853935242
52583,37.8374137878
52584,38.8069572449
52585,39.92345047
52586,38.8652305603
52587,52.3647956848
52588,39.1537055969
52589,51.7786254883
52590,53.6397705078
52591,63.3413963318
52592,41.6772956848
52593,56.7310066223
52594,65.1053237915
52595,51.7344932556
52596,39.1512413025
52597,38.0005989075
52598,44.8332633972
52599,51.9896354675
52600,64.3413543701
52601,77.3156814575
52602,64.9905014038
52603,76.5466995239
52604,37.0942878723
52605,51.067024231
52606,66.3093643188
52607,52.0141448975
52608,53.4208755493
52609,51.4073677063
52610,58.5129585266
52611,58.1732978821
52612,67.6328430176
52613,53.8070983887
52614,49.3036766052
52615,65.8797607422
52616,38.2700920105
52617,69.6515655518
52618,69.778717041
52619,49.5102348328
52620,39.1040344238
52621,70.1442108154
52622,33.0584220886
52623,36.6970863342
52624,38.7858009338
52625,48.6870269775
52626,57.8431663513
52627,45.9324073792
52628,55.4706382751
52629,38.4764175415
52630,67.3121643066
52631,58.1410179138
52632,41.4536552429
52633,49.7471199036
52634,47.5572357178
52635,64.8631591797
52636,52.9381027222
52637,70.4949188232
52638,60.4264144897
52639,40.2817726135
52640,32.7042694092
52641,47.3611335754
52642,46.1487312317
52643,76.6925048828
52644,61.1563606262
52645,58.7748565674
52646,52.8105812073
52647,57.5084609985
52648,62.7826576233
52649,37.4254493713
52650,56.8293571472
52651,48.9297714233
52652,40.9038581848
52653,34.7698135376
52654,62.2414207458
52655,64.4216995239
52656,31.3454456329
52657,55.2527770996
52658,41.740436554
52659,35.8603401184
52660,66.0620117188
52661,51.1625442505
52662,73.7489089966
52663,65.9560470581
52664,63.8678245544
52665,41.8513374329
52666,55.5829544067
52667,54.9707298279
52668,80.645111084
52669,62.2863502502
52670,52.776134491
52671,63.6442832947
52672,59.3780708313
52673,55.9449119568
52674,48.5000915527
52675,49.5262908936
52676,39.3758659363
52677,72.2214660645
52678,55.9778366089
52679,69.6206588745
52680,55.9086685181
52681,53.7681236267
52682,37.063079834
52683,54.3104057312
52684,42.5355873108
52685,53.2505187988
52686,38.5626106262
52687,58.4689903259
52688,34.7527275085
52689,49.2365837097
52690,68.6636810303
52691,71.2187423706
52692,56.9852104187
52693,46.9526252747
52694,59.4573554993
52695,36.1123847961
52696,47.7089118958
52697,36.6246986389
52698,42.1140174866
52699,36.0719490051
52700,54.0027656555
52701,34.6641197205
52702,50.5982322693
52703,33.4939346313
52704,51.3597717285
52705,63.9403190613
52706,52.089881897
52707,59.5041427612
52708,38.9557151794
52709,42.6135597229
52710,45.6829299927
52711,71.6583557129
52712,52.0762062073
52713,59.9919166565
52714,40.1767463684
52715,39.4769134521
52716,46.2105445862
52717,45.1264610291
52718,56.6988792419
52719,67.5532989502
52720,39.5016288757
52721,53.8168449402
52722,72.4229354858
52723,39.8004951477
52724,62.399597168
52725,54.1212005615
52726,37.4330329895
52727,50.2722473145
52728,33.4282684326
52729,38.3375053406
52730,50.2598838806
52731,70.4939193726
52732,40.2251701355
52733,67.5205688477
52734,35.899105072
52735,78.0098190308
52736,69.0249023438
52737,49.0652275085
52738,42.3352241516
52739,36.0189437866
52740,44.7872161865
52741,41.8510017395
52742,48.5999412537
52743,65.5196075439
52744,60.2765159607
52745,40.8702049255
52746,50.8917961121
52747,60.3368988037
52748,35.7897605896
52749,51.6443099976
52750,34.5502166748
52751,73.7002563477
52752,59.3077049255
52753,33.4998588562
52754,41.0207176208
52755,39.8621940613
52756,64.4463272095
52757,35.5959739685
52758,36.2256355286
52759,57.2543106079
52760,49.7719535828
52761,56.916721344
52762,38.5916938782
52763,44.1689796448
52764,62.0127410889
52765,58.450466156
52766,71.2483520508
52767,42.170879364
52768,59.858127594
52769,78.8784484863
52770,62.5276489258
52771,43.7028465271
52772,50.6435585022
52773,73.1872253418
52774,34.9966926575
52775,38.8607215881
52776,63.0206985474
52777,56.2483558655
52778,50.5296783447
52779,36.9011268616
52780,41.867855072
52781,36.988735199
52782,79.9982376099
52783,60.6545600891
52784,36.2443084717
52785,58.6611022949
52786,47.2158050537
52787,32.9053993225
52788,59.7019691467
52789,46.7071838379
52790,50.7746429443
52791,40.9658050537
52792,41.4413032532
52793,71.387802124
52794,56.5444488525
52795,40.7772407532
52796,78.2306442261
52797,39.3931236267
52798,42.8001441956
52799,62.2857704163
52800,36.3343925476
52801,66.4135284424
52802,68.0146942139
52803,52.1258354187
52804,57.0351257324
52805,59.1432037354
52806,72.7492446899
52807,58.9195861816
52808,52.1794128418
52809,79.7111282349
52810,44.0279350281
52811,58.706867218
52812,59.0842094421
52813,42.7799720764
52814,73.7031326294
52815,39.0924797058
52816,64.4143447876
52817,68.177406311
52818,54.0844078064
52819,68.6387481689
52820,60.9212913513
52821,71.5593490601
52822,56.2198905945
52823,44.803401947
52824,54.1759300232
